Open_Date,Defect_Type,Missing_Incorrect,Defect_Source,Defect_Impact,Defect_Trigger,Phase_Found,Sequence
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1484
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1485
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1486
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1487
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1488
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1489
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1490
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1491
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1492
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1493
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1494
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1495
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1496
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1497
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1498
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1499
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1500
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1501
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1502
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1503
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1504
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1505
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1506
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1507
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1508
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1509
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1510
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1511
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1512
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1513
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1514
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1515
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1516
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1517
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1518
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1519
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1520
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1521
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1522
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1523
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1524
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1525
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1526
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1527
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1528
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1529
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1530
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1531
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1532
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1533
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1534
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1535
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1536
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1537
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1538
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1539
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1540
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1541
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1542
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1543
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1544
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1545
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1546
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1547
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1548
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1549
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1550
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1551
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1552
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1553
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1554
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1555
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1556
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1557
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1558
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1559
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1560
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1561
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1562
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1563
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1564
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1565
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1566
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1567
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1568
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1569
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1570
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1571
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1572
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1573
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1574
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1575
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1576
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1577
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1578
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1579
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1580
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1581
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1582
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1583
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1584
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1585
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1586
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1587
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1588
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1589
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1590
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1591
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1592
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1593
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1594
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1595
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1596
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1597
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1598
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1599
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1600
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1601
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1602
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1603
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1604
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1605
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1606
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1607
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1608
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1609
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1610
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1611
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1612
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1613
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1614
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1615
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1616
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1617
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1618
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1619
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1620
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1621
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1622
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1623
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1624
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1625
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1626
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1627
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1628
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1629
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1630
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1631
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1632
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1633
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1634
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1635
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1636
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1637
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1638
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1639
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1640
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1641
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1642
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1643
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1644
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1645
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1646
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1647
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1648
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1649
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1650
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1651
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1652
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1653
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1654
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1655
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1656
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1657
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1658
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1659
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1660
"1993-06-24","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","UT",1661
"1992-12-02","Interface","INCORRECT","","Usability","","UT",1662
"1992-12-02","Checking","MISSING","New_Funct/Rewritten","Capability","","UT",1663
"1992-12-02","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","UT",1664
"1993-02-02","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT",1665
"1993-02-02","Checking","MISSING","New_Funct/Rewritten","Capability","","UT",1666
"1993-06-26","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT",1667
"1993-06-26","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT",1668
"1993-06-26","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT",1669
"1993-06-26","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT",1670
"1993-06-26","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT",1671
"1993-06-26","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT",1672
"1993-06-26","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT",1673
"1993-06-26","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT",1674
"1993-06-26","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT",1675
"1993-06-26","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT",1676
"1993-06-26","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT",1677
"1993-06-26","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT",1678
"1993-06-26","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT",1679
"1993-06-26","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT",1680
"1993-06-26","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT",1681
"1993-06-26","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT",1682
"1993-06-26","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT",1683
"1993-06-26","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT",1684
"1993-06-26","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT",1685
"1993-06-26","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT",1686
"1993-06-26","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT",1687
"1993-06-26","Function","INCORRECT","New_Funct/Rewritten","Usability","","UT",1688
"1993-07-02","Algorithm","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1689
"1993-07-02","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1690
"1993-07-02","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1691
"1993-07-02","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1692
"1993-07-02","Checking","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1693
"1993-07-02","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1694
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1695
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1696
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1697
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1698
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1699
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1700
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1701
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1702
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1703
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1704
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1705
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1706
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1707
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1708
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1709
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1710
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1711
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1712
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1713
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1714
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1715
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1716
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1717
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1718
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1719
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1720
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1721
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1722
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1723
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1724
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1725
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1726
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1727
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1728
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1729
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1730
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1731
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1732
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1733
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1734
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1735
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1736
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1737
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1738
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1739
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1740
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1741
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1742
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1743
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1744
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1745
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1746
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1747
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1748
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1749
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1750
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1751
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1752
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1753
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1754
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1755
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1756
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1757
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1758
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1759
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1760
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1761
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1762
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1763
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1764
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1765
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1766
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1767
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1768
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1769
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1770
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1771
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1772
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1773
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1774
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1775
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1776
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1777
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1778
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1779
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1780
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1781
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1782
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1783
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1784
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1785
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1786
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1787
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1788
"1993-09-20","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","UT",1789
"1993-03-09","Checking","INCORRECT","New_Funct/Rewritten","Usability","","UT",1790
"1993-03-09","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","UT",1791
"1993-03-09","Function","MISSING","New_Funct/Rewritten","Capability","","UT",1792
"1993-03-09","Function","INCORRECT","New_Funct/Rewritten","Capability","","UT",1793
"1993-03-09","Function","INCORRECT","New_Funct/Rewritten","Capability","","UT",1794
"1993-03-09","Function","INCORRECT","New_Funct/Rewritten","Capability","","UT",1795
"1993-03-09","Function","INCORRECT","New_Funct/Rewritten","Capability","","UT",1796
"1993-03-09","Function","INCORRECT","New_Funct/Rewritten","Capability","","UT",1797
